t,ref,opt
0.0,0.0,0.0
0.050505050505050504,0.0017260065000550807,0.0015599793326778427
0.10101010101010101,0.01621823041063274,0.017013630462130416
0.15151515151515152,0.03748963451384642,0.043062799918770725
0.20202020202020202,0.0567750796037282,0.06943049443428911
0.25252525252525254,0.07549922942601936,0.09925197111553087
0.30303030303030304,0.09466301782441924,0.1284144067770374
0.35353535353535354,0.11349639060035738,0.156057552736107
0.40404040404040403,0.13208207275319095,0.1842496193461417
0.45454545454545453,0.15040309070090987,0.2114121960491436
0.5050505050505051,0.16832013784856215,0.23772911255265466
0.5555555555555556,0.1860482750650765,0.26392125745065004
0.6060606060606061,0.20357509392056625,0.2892419948582547
0.6565656565656566,0.22074583454296232,0.31381786672672285
0.7070707070707071,0.2376391228327182,0.3378658811526698
0.7575757575757576,0.25429029088052757,0.3611523648767643
0.8080808080808081,0.27062279291952335,0.38372155038977757
0.8585858585858586,0.2866420127986491,0.40563504361136127
0.9090909090909091,0.302371612542627,0.426839540303317
0.9595959595959596,0.317789132499543,0.4473572774664294
1.0101010101010102,0.3328934542646858,0.4672110646610393
1.0606060606060606,0.34769683201429713,0.48639707201491705
1.1111111111111112,0.3621946155108468,0.5049343068226727
1.1616161616161615,0.37638813723339865,0.5228399801206804
1.2121212121212122,0.3902859139803653,0.5401253963094088
1.2626262626262625,0.4038896417465209,0.5568087502846728
1.3131313131313131,0.4172020470125264,0.5729072200944655
1.3636363636363635,0.43022972704811147,0.5884365873356516
1.4141414141414141,0.4429768961078922,0.603414556474529
1.4646464646464645,0.4554474151691151,0.6178582886420835
1.5151515151515151,0.46764688968318247,0.6317844361175315
1.5656565656565655,0.4795802569526368,0.6452099784029744
1.6161616161616161,0.491252039014836,0.6581514598306066
1.6666666666666667,0.5026674295190795,0.6706250312597156
1.7171717171717171,0.5138314549953814,0.6826466451399938
1.7676767676767677,0.5247488666033696,0.6942318235484787
1.8181818181818181,0.5354246340098693,0.705395678251181
1.8686868686868687,0.5458636782272966,0.716152953295069
1.9191919191919191,0.556070745909822,0.7265179571873286
1.9696969696969697,0.5660506164070787,0.7365045738259559
2.0202020202020203,0.575808031711852,0.7461262744587086
2.0707070707070705,0.585347615176922,0.7553961023315914
2.121212121212121,0.5946739497835539,0.7643266819783573
2.1717171717171717,0.6037915676022313,0.7729302276388097
2.2222222222222223,0.6127049077434734,0.7812185454217518
2.2727272727272725,0.6214183427293881,0.7892030431692605
2.323232323232323,0.6299361814904811,0.796894739877333
2.3737373737373737,0.6382626503189908,0.8043042738408296
2.4242424242424243,0.6464019006810435,0.8114419131587612
2.474747474747475,0.6543580133459367,0.8183175660354163
2.525252525252525,0.6621349907284375,0.8249407908102028
2.5757575757575757,0.6697367589013118,0.831320806617094
2.6262626262626263,0.6771671705819688,0.8374665038685446
2.676767676767677,0.6844300026459729,0.8433864545782344
2.727272727272727,0.6915289567597858,0.8490889227271391
2.7777777777777777,0.6984676613795628,0.8545818744180778
2.8282828282828283,0.7052496714710805,0.8598729878266768
2.878787878787879,0.7118784690811247,0.8649696629878129
2.929292929292929,0.7183574648112372,0.8698790313368623
2.9797979797979797,0.7246899984355696,0.8746079650081203
3.0303030303030303,0.7308793396791806,0.8791630858962123
3.080808080808081,0.7369286894744945,0.8835507744565145
3.131313131313131,0.7428411809322878,0.8877771782470074
3.1818181818181817,0.7486198803019414,0.8918482202137589
3.2323232323232323,0.7542677881547993,0.8957696067157048
3.282828282828283,0.7597878404865518,0.8995468352926315
3.3333333333333335,0.7651829097850312,0.9031852021803674
3.3838383838383836,0.7704558061902609,0.9066898095758112
3.4343434343434343,0.7756092786362131,0.9100655726572981
3.484848484848485,0.7806460159639653,0.9133172263656769
3.5353535353535355,0.78556864806653,0.9164493319516469
3.5858585858585856,0.7903797470277052,0.9194662832953018
3.6363636363636362,0.7950818282401011,0.9223723130044409
3.686868686868687,0.7996773515270649,0.9251714982976911
3.7373737373737375,0.8041687222575227,0.9278677666789142
3.7878787878787876,0.8085582924434603,0.9304649014094538
3.8383838383838382,0.8128483618292476,0.9329665467845054
3.888888888888889,0.8170411789700264,0.9353762132198602
3.9393939393939394,0.8211389422937956,0.9376972821554712
3.9898989898989896,0.82514380114984,0.9399330107817556
4.040404040404041,0.8290578568433692,0.9420865365947508
4.090909090909091,0.8328831636534398,0.9441608817860128
4.141414141414141,0.8366217298351635,0.9461589574728597
4.191919191919192,0.8402755186059274,0.948083567774626
4.242424242424242,0.8438464491149255,0.9499374137403568
4.292929292929293,0.8473363973956418,0.9517230971330681
4.343434343434343,0.8507471973017487,0.9534431240758622
4.393939393939394,0.8540806414258412,0.9550999085646058
4.444444444444445,0.8573384820011248,0.9566957758521866
4.494949494949495,0.8605224317862024,0.9582329657088092
4.545454545454545,0.8636341649327132,0.9597136355627741
4.595959595959596,0.8666753178361243,0.9611398635263478
4.646464646464646,0.8696474899698006,0.9625136513104201
4.696969696969697,0.8725522447022931,0.9638369270324445
4.747474747474747,0.8753911100981284,0.9651115479212689
4.797979797979798,0.8781655797023544,0.966339302922688
4.848484848484849,0.8808771133088146,0.9675219152093669
4.898989898989899,0.8835271377125391,0.9686610445985724
4.94949494949495,0.8861170474463398,0.9697582898811432
5.0,0.8886482055019594,0.9708151910649504
