t,ref,1,0
3.3838383838383836,0.9066898095758112,0.9316473382038544,0.9511786892035032
3.4343434343434343,0.9100655726572981,0.9343701892741986,0.9564645926511379
3.484848484848485,0.9133172263656769,0.9369790829613055,0.9608916563730873
3.5353535353535355,0.9164493319516469,0.939480849942115,0.9614797826471707
3.5858585858585856,0.9194662832953018,0.9418793343213512,0.9645776991213789
3.6363636363636362,0.9223723130044409,0.9441799633612317,0.9678680858707335
3.686868686868687,0.9251714982976911,0.9463861355539541,0.9683721927312327
3.7373737373737375,0.9278677666789142,0.9485024712136864,0.9698429975881939
3.7878787878787876,0.9304649014094538,0.9505330625157011,0.9715343408440693
3.8383838383838382,0.9329665467845054,0.9524811878316919,0.9717723979878007
3.888888888888889,0.9353762132198602,0.9543508961369511,0.9724493700565565
3.9393939393939394,0.9376972821554712,0.9561450325659512,0.9730568304522795
3.9898989898989896,0.9399330107817556,0.9578673817180449,0.9731334784568584
4.040404040404041,0.9420865365947508,0.9595202120343996,0.9735552124560515
4.090909090909091,0.9441608817860128,0.9611070800010607,0.9737779416268483
4.141414141414141,0.9461589574728597,0.9626302129978219,0.9741354343656367
4.191919191919192,0.948083567774626,0.9640921761503206,0.9747322115241472
4.242424242424242,0.9499374137403568,0.965495846115965,0.9748717149523374
4.292929292929293,0.9517230971330681,0.966842857974746,0.9757614580375484
4.343434343434343,0.9534431240758622,0.9681360337398565,0.9769347953289429
4.393939393939394,0.9550999085646058,0.9693770553626206,0.9770979063568457
4.444444444444445,0.9566957758521866,0.970568231287387,0.9782358788402025
4.494949494949495,0.9582329657088092,0.9717113680924162,0.9800801955487978
4.545454545454545,0.9597136355627741,0.9728082099542801,0.9804304660126899
4.595959595959596,0.9611398635263478,0.973860862974517,0.9813683250198273
4.646464646464646,0.9625136513104201,0.9748706852323966,0.9834485628739366
4.696969696969697,0.9638369270324445,0.9758396516110345,0.9841020689137442
4.747474747474747,0.9651115479212689,0.9767691758873384,0.9846565019416882
4.797979797979798,0.966339302922688,0.9776608695176529,0.9863782435376094
4.848484848484849,0.9675219152093669,0.9785162805313294,0.9871692523796831
4.898989898989899,0.9686610445985724,0.9793367372166336,0.9874654747367787
4.94949494949495,0.9697582898811432,0.9801237805413512,0.9885394405533048
5.0,0.9708151910649504,0.9808786309202135,0.989150150413257
