t,ref,1,0
0.0,0.0,0.0,0.0
0.050505050505050504,0.0015599793326778427,0.0019949573009197356,0.0022623638542877272
0.10101010101010101,0.017013630462130416,0.025544358144026294,0.03288989671712561
0.15151515151515152,0.043062799918770725,0.06290988559318278,0.08775506377963391
0.20202020202020202,0.06943049443428911,0.08621646525239568,0.10469803187359576
0.25252525252525254,0.09925197111553087,0.1200756756252799,0.12425615488487177
0.30303030303030304,0.1284144067770374,0.15288660473454752,0.16839593685734378
0.35353535353535354,0.156057552736107,0.1713288408026706,0.17916955707892154
0.40404040404040403,0.1842496193461417,0.19916390172815276,0.20779840317452575
0.45454545454545453,0.2114121960491436,0.22672549146494492,0.26260340406272187
0.5050505050505051,0.23772911255265466,0.24770955200915212,0.27283563648215986
0.5555555555555556,0.26392125745065004,0.2864861272255968,0.313039449046427
0.6060606060606061,0.2892419948582547,0.325234141258274,0.39978073048938545
0.6565656565656566,0.31381786672672285,0.35291230474017177,0.42521359463537756
0.7070707070707071,0.3378658811526698,0.3903770881407162,0.4473042104939081
0.7575757575757576,0.3611523648767643,0.4232103763312787,0.5208815657665707
0.8080808080808081,0.38372155038977757,0.4447884289067697,0.5513666788626713
0.8585858585858586,0.40563504361136127,0.46821303165927747,0.5625498418430218
0.9090909090909091,0.426839540303317,0.49129864977123516,0.6149416684401828
0.9595959595959596,0.4473572774664294,0.5111327833445385,0.6430840748937401
1.0101010101010102,0.4672110646610393,0.5311374938621215,0.6477669530988117
1.0606060606060606,0.48639707201491705,0.5511516702882736,0.6767075961429514
1.1111111111111112,0.5049343068226727,0.5688499152671646,0.6946692050432829
1.1616161616161615,0.5228399801206804,0.5865234551394034,0.6967229778572402
1.2121212121212122,0.5401253963094088,0.6038469357594523,0.7089740610455175
1.2626262626262625,0.5568087502846728,0.6196075866079669,0.7151915380401437
1.3131313131313131,0.5729072200944655,0.6348277567539149,0.7168524551015855
1.3636363636363635,0.5884365873356516,0.6497897361228636,0.722887976903042
1.4141414141414141,0.603414556474529,0.6644434628008126,0.7241383088310752
1.4646464646464645,0.6178582886420835,0.6780032947632254,0.7287910499623839
1.5151515151515151,0.6317844361175315,0.691126953036934,0.7345198944365358
1.5656565656565655,0.6452099784029744,0.7038323450877704,0.735789004451249
1.6161616161616161,0.6581514598306066,0.7155946749230848,0.7469380312220539
1.6666666666666667,0.6706250312597156,0.7269288264598615,0.7563494974222763
1.7171717171717171,0.6826466451399938,0.7377760956565927,0.7583071408583335
1.7676767676767677,0.6942318235484787,0.7480854736644075,0.7754408458366325
1.8181818181818181,0.705395678251181,0.7580236309191136,0.7910955913113267
1.8686868686868687,0.716152953295069,0.767600734877142,0.7931121945484413
1.9191919191919191,0.7265179571873286,0.7766959668228126,0.810798497835369
1.9696969696969697,0.7365045738259559,0.785503795497413,0.8313469149180231
2.0202020202020203,0.7461262744587086,0.7939991814195827,0.8340585660136804
2.0707070707070705,0.7553961023315914,0.802066315453331,0.846968726579127
2.121212121212121,0.7643266819783573,0.8098855873514097,0.8671430051199632
2.1717171717171717,0.7729302276388097,0.8174126663000286,0.8710851518492283
2.2222222222222223,0.7812185454217518,0.8246407082374639,0.8780009531536401
2.2727272727272725,0.7892030431692605,0.8315862788671862,0.8925787887653488
2.323232323232323,0.796894739877333,0.8382933207014768,0.896547829721981
2.3737373737373737,0.8043042738408296,0.8447485237062785,0.8995043192621258
2.4242424242424243,0.8114419131587612,0.8509383303987014,0.9072191158673252
2.474747474747475,0.8183175660354163,0.856914228345046,0.9094721129874496
2.525252525252525,0.8249407908102028,0.8626455648767412,0.9107703928160159
2.5757575757575757,0.831320806617094,0.8681651024636771,0.9138466568992231
2.6262626262626263,0.8374665038685446,0.8734683594230885,0.9144107369610487
2.676767676767677,0.8433864545782344,0.8785674114502863,0.9154412988905084
2.727272727272727,0.8490889227271391,0.8834658396770004,0.9166392041897651
2.7777777777777777,0.8545818744180778,0.8881635911119028,0.9170770141523246
2.8282828282828283,0.8598729878266768,0.8926893650517299,0.9191359927987105
2.878787878787879,0.8649696629878129,0.89701791252238,0.9200101297547907
2.929292929292929,0.8698790313368623,0.9011725170579978,0.9213667683852225
2.9797979797979797,0.8746079650081203,0.9051611738263001,0.9256224237663102
3.0303030303030303,0.8791630858962123,0.9089827943363802,0.9270908728589697
3.080808080808081,0.8835507744565145,0.9126483848109441,0.9288846848784768
3.131313131313131,0.8877771782470074,0.9161591297597956,0.9352623072066213
3.1818181818181817,0.8918482202137589,0.9195273290017332,0.938073509944414
3.2323232323232323,0.8957696067157048,0.9227524804155761,0.9394318697437753
3.282828282828283,0.8995468352926315,0.925844726487886,0.9462229695579206
3.3333333333333335,0.9031852021803674,0.9288081843035265,0.9503971664101003
